page,type,id,text
167,DevStd,DevStd ECO-EGV-6K: (COASTAL) Where restoration of stream areas and surrounding,"DevStd ECO-EGV-6K: (COASTAL) Where restoration of stream areas and surrounding habitats is proposed or required, the result shall re-establish a continuous riparian corridor along the affected section of the stream or waterway, with appropriate native vegetation and natural conditions, including avoidance of lighting and noise, extending outward a minimum of 25 feet from the top of bank or historic habitat edge."
167,DevStd,DevStd ECO-EGV-6L: If potentially jurisdictional wetlands or waters are found on or,"DevStd ECO-EGV-6L: If potentially jurisdictional wetlands or waters are found on or adjacent to a project site in the Plan area and have potential to be impacted by implementation of the project, a formal wetlands delineation of the project site shall be completed following the methods outlined in the USACE’s 1987 Wetlands Delineation Manual and the Regional Supplement to the USACE Delineation Manual for the Arid West Region (USACE 2008). A determination of the presence/absence and boundaries of any Waters of the U.S."
168,DevStd,DevStd ECO-EGV-6M: (INLAND) Mitigation for unavoidable impacts to wetlands and,"DevStd ECO-EGV-6M: (INLAND) Mitigation for unavoidable impacts to wetlands and waters shall be based on the impacted type of wetland and project design. Mitigation should prevent any net loss of wetland functions and values of the impacted wetland. The Plan update policies require mitigation of impacts to sensitive biological resources at a minimum 2:1 replacement ratio. However, the resource agencies may require higher mitigation ratios depending on the type and quality of resource impacted. Mitigation ratios for impacts to wetlands and riparian habitat are typically around 2:1 or 3:1, but can be as high as 8:1 for especially rare or valuable wetland types such as vernal pools."
168,DevStd,DevStd ECO-EGV-6M: (COASTAL) Mitigation for unavoidable impacts to wetlands shall,"DevStd ECO-EGV-6M: (COASTAL) Mitigation for unavoidable impacts to wetlands shall be based on the type of wetland resource impacted. Mitigation for impacts to wetlands should prevent any net loss of wetland area and the functions and values of the impacted wetland. Mitigation for impacts to wetlands shall be a minimum 4:1 ratio. However, the resource agencies may require higher mitigation ratios depending on the type and quality of the resource impacted."
168,DevStd,DevStd ECO-EGV-6N: Prior to the commencement of any construction-related activities,DevStd ECO-EGV-6N: Prior to the commencement of any construction-related activities on-site for projects impacting wetland habitat (including earthwork and fencing) the applicant shall provide evidence of the following to the County: (1) compliance with USACE CWA Section 404 nationwide permit; (2) compliance with the RWQCB’s CWA Section 401 Water Quality Certification; and (3) compliance with the CDFW’s California Fish and Game Code Section 1601/1603 Streambed Alteration Agreement.
168,DevStd,DevStd ECO-EGV-6O: (INLAND) Mitigation for projects impacting vernal pools shall,"DevStd ECO-EGV-6O: (INLAND) Mitigation for projects impacting vernal pools shall include salvage of soil that supports sensitive species from vernal pools to be impacted, introduction of salvaged material into restored vernal pool habitat where appropriate (e.g., same vernal pool series), and maintenance of salvaged material pending successful restoration of the vernal pools. Salvaged material shall not be introduced to existing vernal pools containing the same species outside the vernal pool series absent consultation with and endorsement by vernal pool species experts not associated with the project (e.g., independent expert). The mitigation sites shall IV. ENVIRONMENTAL RESOURCES AND CONSTRAINTS 161 C. Watershed Ecology: Hydrology, Biology, and Geology"
169,DevStd,DevStd ECO-EGV-6O: (COASTAL) Mitigation for projects impacting vernal pools shall,DevStd ECO-EGV-6O: (COASTAL) Mitigation for projects impacting vernal pools shall be managed by a qualified vernal pool restoration ecologist.
170,Goal,GOAL #14. LIFE AND PROPERTY IS PROTECTED FROM GEOLOGIC HAZARDS.,GOAL #14. LIFE AND PROPERTY IS PROTECTED FROM GEOLOGIC HAZARDS.
170,Objective,GOAL #14. LIFE AND PROPERTY IS PROTECTED FROM GEOLOGIC HAZARDS.,OBJECTIVE GEO-EGV-1: Protect coastal bluffs from erosion.
170,Policy,GOAL #14. LIFE AND PROPERTY IS PROTECTED FROM GEOLOGIC HAZARDS.,"Policy GEO-EGV-1.1: Development on coastal bluff-top property shall be sited to include sufficient setbacks to avoid areas subject to erosion and designed to avoid reliance on coastal armoring and/or bluff protection devices pursuant to Policy GEO-EGV-1.2. No development shall be permitted on a bluff face, except for engineered staircases or accessways to provide public beach access, and pipelines for scientific research or coastal dependent industry; such uses are permitted only where no other less environmentally damaging alternative is feasible and the development is sited and designed to not contribute to erosion and to minimize impacts to the bluff face, toe, and beach. Drainage devices extending over the bluff face IV. ENVIRONMENTAL RESOURCES AND CONSTRAINTS 163 C. Watershed Ecology: Hydrology, Biology, and Geology"
171,Policy,Policy GEO-EGV-1.2: Development on coastal bluff-top property shall be sited and,"Policy GEO-EGV-1.2: Development on coastal bluff-top property shall be sited and designed to have a setback from the bluff edge that is sufficient to avoid the threat of bluff erosion or slope instability considering 100 years of bluff erosion and to not contribute to increases in bluff erosion (e.g., piping), factoring in the long term effects of climate change and sea-level rise based on best available science and without the need for new or existing slope or shoreline protection devices that would substantially alter natural landforms or otherwise adversely impact coastal resources (e.g., public access, visual impacts)."
171,DevStd,DevStd GEO-EGV-1A: The County shall require development proposed to be located on,"DevStd GEO-EGV-1A: The County shall require development proposed to be located on ocean bluff-top property or on the bluff face to perform a site specific analysis by a registered or certified geologist prior to project review and approval to determine the extent of the hazards (including bluff retreat, potential impacts to coastal resources and shoreline sand supply, and effects of climate change, including locally relevant sea-level rise projections based on best available science) on the project site and identify appropriate setbacks, adaptation and protective measures other than shoreline protective devices to ensure the development is safe from hazards while avoiding adverse impacts on local shoreline sand supply, public access, and biological, recreational, archeological, and other coastal resources. These measures can include, but not be limited to adequate bluff setbacks, restriction of irrigation, directing drainage away from the bluff edge/face, restriction of the use of septic tanks, use of appropriate landscaping on bluff top or face, etc."
171,Policy,"Policy GEO-EGV-1.3: Where feasible and consistent with Coastal Land Use Plan policies,","Policy GEO-EGV-1.3: Where feasible and consistent with Coastal Land Use Plan policies, relocation of structures threatened by bluff retreat shall be required for development on existing legal parcels, rather than installation of coastal protection structures."
171,Policy,Policy GEO-EGV-1.4: All County flood control activities (including dredging) shall be,Policy GEO-EGV-1.4: All County flood control activities (including dredging) shall be conducted in a manner which maintains the function of long-shore transport and enhances coastal sand supply.
172,Objective,OBJECTIVE GEO-EGV-2: Retain the structural geologic integrity of Eastern Goleta Valley.,OBJECTIVE GEO-EGV-2: Retain the structural geologic integrity of Eastern Goleta Valley.
172,Policy,OBJECTIVE GEO-EGV-2: Retain the structural geologic integrity of Eastern Goleta Valley.,Policy GEO-EGV-2.1: (INLAND) Excessive grading for the purpose of creating or enhancing views or aesthetics shall not be permitted.
172,Policy,Policy GEO-EGV-2.1: (COASTAL) Grading for the purpose of creating or enhancing,Policy GEO-EGV-2.1: (COASTAL) Grading for the purpose of creating or enhancing views or aesthetics shall not be permitted.
172,DevStd,"DevStd GEO-EGV-2A: If a structure is subject to BAR review, no permits for building","DevStd GEO-EGV-2A: If a structure is subject to BAR review, no permits for building pads shall be issued until the structure has received BAR approval."
172,Policy,Policy GEO-EGV-2.2: No development shall be allowed on slopes of 30 percent or,"Policy GEO-EGV-2.2: No development shall be allowed on slopes of 30 percent or greater. Ground disturbances and development on slopes of 20 percent or greater should be avoided, unless such avoidance would preclude reasonable use of the parcel, wherein the portion of the site which exhibits the least amount of slope shall be utilized."
172,DevStd,DevStd GEO-EGV-2B: Landscape plans shall be required for development on slopes,DevStd GEO-EGV-2B: Landscape plans shall be required for development on slopes greater than 20 percent to ensure revegetation of graded areas. All landscape plans shall be subject to review by the Planning and Development Department; landscape securities shall be required unless expressly waived by the Planning and Development Department.
172,Policy,Policy GEO-EGV-2.3: Erosion control measures including the use of drought-tolerant,Policy GEO-EGV-2.3: Erosion control measures including the use of drought-tolerant landscaping shall be established in all site drainages.
172,DevStd,DevStd GEO-EGV-2C: All surface water runoff shall be captured and diverted to avoid,"DevStd GEO-EGV-2C: All surface water runoff shall be captured and diverted to avoid exposing slopes to potential erosion, consistent with the hydrologic policies of the EGVCP."
172,Objective,OBJECTIVE GEO-EGV-3: Minimize potential seismic hazards.,OBJECTIVE GEO-EGV-3: Minimize potential seismic hazards.
172,Policy,OBJECTIVE GEO-EGV-3: Minimize potential seismic hazards.,Policy GEO-EGV-3.1: Development shall avoid known geologic faults consistent with the policies of the County’s Seismic Safety and Safety Element.
172,Policy,Policy GEO-EGV-3.2: Development proposed on Rincon Formation soils or within state-,"Policy GEO-EGV-3.2: Development proposed on Rincon Formation soils or within state- mapped elevated radon hazard zones shall be avoided to the extent feasible; if infeasible, development shall be subject to an evaluation of conformance to EPA radon gas exposure standards."
177,Goal,GOAL #15. THE HISTORIC AND ARCHEOLOGICAL FEATURES OF EASTERN,GOAL #15. THE HISTORIC AND ARCHEOLOGICAL FEATURES OF EASTERN GOLETA VALLEY ARE PRESERVED.
177,Objective,"OBJECTIVE HA-EGV-1: Protect and preserve significant archaeological, historic built","OBJECTIVE HA-EGV-1: Protect and preserve significant archaeological, historic built environment, and tribal cultural resources in the Eastern Goleta Valley."
177,Policy,"Policy HA-EGV-1.1: Known and discovered significant historic, archeological, and","Policy HA-EGV-1.1: Known and discovered significant historic, archeological, and tribal cultural resources shall be protected from immitigable disturbance or destruction."
177,DevStd,DevStd HA-EGV-1A: Any significant archaeological site and 50-foot buffer area shall be,DevStd HA-EGV-1A: Any significant archaeological site and 50-foot buffer area shall be temporarily fenced with chain link or other structurally sound material in the event of proposed construction within 100 feet of a sensitive area.
177,DevStd,DevStd HA-EGV-1B: A Phase 1 archaeological investigation and report shall be,"DevStd HA-EGV-1B: A Phase 1 archaeological investigation and report shall be performed when identified as necessary by the Director of Planning and Development using the best available resources. The content, format, and length of the Phase 1 report shall be commensurate with the size of the project and the findings of the investigation. If it is not possible to avoid impacts to archaeological resources through project redesign, then the proponent shall fund a Phase 2 investigation and report to determine the significance 170 Eastern Eastern Goleta Valley Community Plan"
178,Policy,Policy HA-EGV-1.2: Development resulting in increased building size or demolition of,"Policy HA-EGV-1.2: Development resulting in increased building size or demolition of buildings/structures included in the list of historic, or buildings/structures over 50 years of age and evaluated as important at the local, state or national level, shall be reviewed for consistency with historic resource preservation policies by P&D."
178,DevStd,"DevStd HA-EGV-1C: A Phase 1 and, if required, Phase 2 historic built environment","DevStd HA-EGV-1C: A Phase 1 and, if required, Phase 2 historic built environment investigation and report shall be performed when identified as necessary by the Director of Planning and Development. The investigation shall include areas of projects that could result in direct or indirect impacts to historic-age buildings, structures, or districts or could change the integrity of the setting for such resources on adjacent parcels. The content, format, and length of the Phase 1 and, if required, Phase 2 historic report shall be commensurate with the size of the project and the findings of the investigation. All feasible recommendations resulting from the Phase 1 and, if required, Phase 2 historic built environment investigation and report, including project redesign and/or recommended mitigation, shall be incorporated into any permit approved for development."
178,DevStd,DevStd HA-EGV-1D: No permits shall be issued for any development or activity that would,"DevStd HA-EGV-1D: No permits shall be issued for any development or activity that would adversely affect integrity, including historic setting, of officially designated Historic Landmarks and Places of Historic Merit, historic resources eligible for the CRHR, or identified historic districts unless a professional evaluation of the proposal has been performed pursuant to the County’s most current Regulations Governing Archaeological and Historical Projects. All such professional studies shall be reviewed and approved by Planning and Development and all feasible mitigation measures shall be incorporated into any permit approved for development."
178,Policy,"Policy HA-EGV-1.3: To the greatest extent feasible, significant historic and/or cultural","Policy HA-EGV-1.3: To the greatest extent feasible, significant historic and/or cultural landscapes shall be preserved, including those emblematic of Native American tribes, early pioneers, ranch and agricultural operations, and the development of the community over the long term."
179,Objective,OBJECTIVE HA-EGV-2: Protect and preserve significant tribal cultural resources in the Plan,OBJECTIVE HA-EGV-2: Protect and preserve significant tribal cultural resources in the Plan area.
179,Policy,Policy HA-EGV-2.1: Significant tribal cultural resources of concern to the Chumash,Policy HA-EGV-2.1: Significant tribal cultural resources of concern to the Chumash Indians should be protected and preserved to the maximum extent feasible.
180,Goal,GOAL #16. AMBIENT NOISE IS RESTRICTED TO ACCEPTABLE LEVELS.,GOAL #16. AMBIENT NOISE IS RESTRICTED TO ACCEPTABLE LEVELS.
180,Objective,GOAL #16. AMBIENT NOISE IS RESTRICTED TO ACCEPTABLE LEVELS.,"OBJECTIVE N-EGV-1: Reduce and prevent noise impacts during planning, construction, and operation phases of development, especially to sensitive receptor populations."
180,Policy,"Policy N-EGV-1.1: Noise impacts to interior noise-sensitive land uses, such as","Policy N-EGV-1.1: Noise impacts to interior noise-sensitive land uses, such as residential, educational, medical, lodging, public meeting spaces, or others specified by the Noise Element of the Comprehensive Plan, shall be minimized."
180,Policy,Policy N-EGV-1.2: Levels and duration of noise in existing residential neighborhoods,Policy N-EGV-1.2: Levels and duration of noise in existing residential neighborhoods shall be maintained consistent with the Noise Element.
180,DevStd,DevStd N-EGV-1A: Development shall be designed to limit the level of exterior noise,"DevStd N-EGV-1A: Development shall be designed to limit the level of exterior noise measurable within interior spaces to 45 dBA, consistent with the Noise Element, and the duration of noise to reasonable hours with special consideration of construction and special event noise sources."
182,DevStd,"DevStd N-EGV-1B: (Exterior Noise) - Prior to the issuance of building permits, site-","DevStd N-EGV-1B: (Exterior Noise) - Prior to the issuance of building permits, site- specific exterior noise analyses shall be submitted to the Planning and Development Department to determine whether the project would result in residential receptors being exposed to exterior noise levels that would exceed the County’s noise standard of 65 dB(A) L . An acoustical study shall be required as part of the dn review of future residential development proposals. Noise reduction measures, including but not limited to building noise barriers, increased building setbacks, or other relevant noise attenuation measures, may be used to achieve the noise compatibility standards. Specific noise mitigation measures and their effectiveness shall be determined by the site-specific exterior noise analyses."
182,DevStd,"DevStd N-EGV-1C: (Stationary Noise) - Prior to the issuance of building permits, site-","DevStd N-EGV-1C: (Stationary Noise) - Prior to the issuance of building permits, site- specific on-site noise analyses shall be submitted to the Planning and Development Department, demonstrating that the project would not expose residential receptors to on-site generated noise exceeding the County’s noise standard of 65 dB(A) L . The eq acoustical study shall demonstrate that project design features such as truck idling limitations, sound barriers for external equipment, and other noise reduction measures will adequately reduce noise to below County standards."
183,DevStd,"DevStd N-EGV-1D: Construction activities within 1,600 feet of sensitive receptors for","DevStd N-EGV-1D: Construction activities within 1,600 feet of sensitive receptors for any project that requires a Land Use Permit, Coastal Development Permit or Zoning Clearance shall be limited to the hours between 8:00 a.m. and 5:00 p.m., Monday through Friday."
183,DevStd,DevStd N-EGV-1E: Stationary construction equipment that could generate noise,DevStd N-EGV-1E: Stationary construction equipment that could generate noise exceeding 65 dB(A) at project site boundaries shall be shielded to County Planning and Development’s satisfaction and shall be located a minimum of 200 feet from sensitive receptors.
183,Policy,Policy N-EGV-1.3: Existing and projected noise generation levels shall limit the,"Policy N-EGV-1.3: Existing and projected noise generation levels shall limit the location, siting, and design of development."
183,Policy,Policy N-EGV-1.4: The County shall implement land use patterns and transportation,Policy N-EGV-1.4: The County shall implement land use patterns and transportation planning that reduces motor vehicle trips and total vehicle miles traveled and calms speeds where appropriate to reduce road traffic- related noise generation.
183,Policy,Policy N-EGV-1.5: The County should work with appropriate agencies and other,Policy N-EGV-1.5: The County should work with appropriate agencies and other parties to resolve or minimize noise conflicts or nuisances.
183,Goal,GOAL #17. HAZARDOUS MATERIALS ARE MANAGED AND CONTAINED TO,GOAL #17. HAZARDOUS MATERIALS ARE MANAGED AND CONTAINED TO PROTECT HEALTH AND SAFETY.
184,Objective,OBJECTIVE HAZ-EGV-1: Protect people from hazardous materials and conditions.,OBJECTIVE HAZ-EGV-1: Protect people from hazardous materials and conditions.
184,Policy,OBJECTIVE HAZ-EGV-1: Protect people from hazardous materials and conditions.,Policy HAZ-EGV-1.1: Safety measures shall be required as part of project review to minimize the potential for hazardous materials risks and public safety impacts.
184,Policy,Policy HAZ-EGV-1.2: Potential regional hazards shall be considered in land use planning,"Policy HAZ-EGV-1.2: Potential regional hazards shall be considered in land use planning and development, including hazards related to oil, gas, and nuclear energy production."
188,Goal,GOAL #18. THE SPECTACULAR BEAUTY OF EASTERN GOLETA VALLEY IS,GOAL #18. THE SPECTACULAR BEAUTY OF EASTERN GOLETA VALLEY IS PRESERVED AND ENHANCED.
188,Objective,OBJECTIVE VIS-EGV-1: Preserve and enhance the visual resources and public vistas of the,OBJECTIVE VIS-EGV-1: Preserve and enhance the visual resources and public vistas of the built and natural environment.
188,Policy,Policy VIS-EGV-1.2: Public Vistas and Scenic Local Routes: Prominent views to and,"Policy VIS-EGV-1.2: Public Vistas and Scenic Local Routes: Prominent views to and from the following Public Vistas and along and through Scenic Local Routes shall be preserved and enhanced: • Santa Ynez Mountains and rural foothills • Undeveloped skyline • Coastal resources, including sloughs, beaches, wetlands, bluffs, mesas, the Santa Barbara Channel and islands • Open space, or other natural area • Natural watershed resources, such as creek/riparian corridors, wetlands, vernal pools, habitat areas, etc."
188,Policy,Policy VIS-EGV-1.3: Gateway to the Community: The County shall enhance the,Policy VIS-EGV-1.3: Gateway to the Community: The County shall enhance the gateway to Eastern Goleta Valley at the intersection of State Route 154/US Hwy 101 and State Street as a local visual resource. Urban design and roadway improvements should indicate the transition to IV. ENVIRONMENTAL RESOURCES AND CONSTRAINTS 181 F. Visual Resources
189,Policy,"Policy VIS-EGV-1.4: Priority Public Vistas, Scenic Local Routes, and Gateway Map:","Policy VIS-EGV-1.4: Priority Public Vistas, Scenic Local Routes, and Gateway Map: The scenic value of visual resources, public vistas, and scenic local routes and view corridors depicted in Figure 26 shall be preserved and enhanced. The Priority Public Vistas, Scenic Local Routes, and Gateway Map shall be updated periodically to depict the extent and location of visual resources defined through Policy VIS-EGV- 1.2 and Policy VIS-EGV-1.3."
189,Policy,"Policy VIS-EGV-1.5: High quality, well-designed structures and landscaping of","Policy VIS-EGV-1.5: High quality, well-designed structures and landscaping of commercial, institutional, agricultural, and residential development shall result through discretionary and/or design review processes, especially when development is highly visible from public places, such as public roads, bike paths, parks, trails, and beaches."
189,Policy,Policy VIS-EGV-1.6: Development shall be compatible in design and scale with the,Policy VIS-EGV-1.6: Development shall be compatible in design and scale with the surrounding built environment and shall not impair public visual resources.
189,Policy,Policy VIS-EGV-1.7: Mixed-Use Development Design: Mixed-use development shall,"Policy VIS-EGV-1.7: Mixed-Use Development Design: Mixed-use development shall be reviewed by the County Board of Architectural Review. Where mixed-use development includes commercial and residential uses, the scale and design of the development shall maximize compatibility between the mix of uses and with surrounding development, enhance the character and function of the adjacent area, avoid light, noise, odor, and/or air pollution effects on residential uses, limit signage appropriately to achieve attractive designs for both residents of dwelling units and patrons of commercial businesses, and should incorporate plaza or courtyard materials that create a community space through the use of color and layering as patterns in the landscape and hardscape."
189,Policy,Policy VIS-EGV-1.8: The night sky shall be protected from excessive and unnecessary,"Policy VIS-EGV-1.8: The night sky shall be protected from excessive and unnecessary light associated with development as a strategy to promote safety, 182 Eastern Eastern Goleta Valley Community Plan"
190,Policy,Policy VIS-EGV-1.9: In hillside areas where water tanks are required for structural fire-,"Policy VIS-EGV-1.9: In hillside areas where water tanks are required for structural fire- fighting purposes, tanks should be designed to: • Blend in with natural land forms."
190,DevStd,"DevStd VIS-EGV-1A: Development should enhance, frame, or promote public views","DevStd VIS-EGV-1A: Development should enhance, frame, or promote public views within and adjacent to public vistas and scenic local routes, designing the development to: • Incorporate natural features in design."
191,DevStd,"DevStd VIS-EGV-1B: Development of structures on coastal bluffs shall be discouraged,","DevStd VIS-EGV-1B: Development of structures on coastal bluffs shall be discouraged, including coastal armoring, seawalls, and engineered staircases."
191,DevStd,DevStd VIS-EGV-1C: Development shall not occur on ridgelines if suitable alternative,"DevStd VIS-EGV-1C: Development shall not occur on ridgelines if suitable alternative locations are available on the property. When there is no other suitable location, structures shall not intrude into the skyline or be conspicuously visible from public vistas. Additional measures such as an appropriate landscape plan and limits to building height may be required in these cases."
191,DevStd,"DevStd VIS-EGV-1D: Setbacks, landscaping, and structural treatments shall be","DevStd VIS-EGV-1D: Setbacks, landscaping, and structural treatments shall be emphasized along major roadways to help preserve public views and create an aesthetic visual corridor."
191,DevStd,"DevStd VIS-EGV-1E: Development along State Street, Hollister Avenue, Calle Real, and","DevStd VIS-EGV-1E: Development along State Street, Hollister Avenue, Calle Real, and Turnpike Road should enhance existing view corridors. Parking lots and other impervious surfaces should be placed in side and rear, rather than frontage, areas in all development along community corridors (see also Section III.F: Transportation and Circulation)."
191,DevStd,"DevStd VIS-EGV-1F: Commercial and residential buildings along Hollister Avenue,","DevStd VIS-EGV-1F: Commercial and residential buildings along Hollister Avenue, State Street, Calle Real, and Turnpike Road should have variation in building setback and façade design along the street frontage to enhance the visual interest and quality of the streetscapes (see also, Section II: Community Development and Land Use)."
191,DevStd,DevStd VIS-EGV-1G: Land use and development of the County Administration Campus,"DevStd VIS-EGV-1G: Land use and development of the County Administration Campus on Calle Real should establish and enhance visual resources, including view corridors toward the mountains, coastline, and public spaces though appropriate landscape design and architecture(see also Section III: Public Services and Facilities)."
192,DevStd,"DevStd VIS-EGV-1H: Outdoor lighting shall be designed, located, properly mounted,","DevStd VIS-EGV-1H: Outdoor lighting shall be designed, located, properly mounted, and maintained in order to prevent over-lighting, energy waste, glare, light trespass, and light pollution of the night sky while decreasing the ambient illumination of the community as a whole."
192,DevStd,DevStd VIS-EGV-1I: Outdoor lighting shall have the minimum number of fixtures and,"DevStd VIS-EGV-1I: Outdoor lighting shall have the minimum number of fixtures and intensity needed for the intended purpose. Fixtures shall be fully shielded and full cut-off to prevent light trespass above the horizontal, onto adjacent properties or into sensitive areas. Direct upward light emission shall be avoided. Light levels at the property line should not exceed 0.1 foot-candles adjacent to business properties and 0.05 foot-candles at residential properties."
192,DevStd,DevStd VIS-EGV-1J: All exterior lighting shall be designed as part of the overall,DevStd VIS-EGV-1J: All exterior lighting shall be designed as part of the overall architectural style and in scale with the development.
192,DevStd,DevStd VIS-EGV-1K: Lighting poles for parking lots shall be of the minimum height,"DevStd VIS-EGV-1K: Lighting poles for parking lots shall be of the minimum height necessary to achieve sufficient and evenly spread illumination without ""hot spots"" for safety and security. Streetlights shall be pedestrian in scale and compatible with the development."
192,DevStd,"DevStd VIS-EGV-1L: Interior lighting should illuminate only the interior of the building,","DevStd VIS-EGV-1L: Interior lighting should illuminate only the interior of the building, and not illuminate the outdoors. This is particularly important for highly visible developments on ridges, hillsides, and in other sensitive areas."
192,DevStd,DevStd VIS-EGV-1N: Shut-off controls shall be used to decrease unnecessary night-time,DevStd VIS-EGV-1N: Shut-off controls shall be used to decrease unnecessary night-time lighting. Commercial outdoor lighting should be used for safe pedestrian passage and property identification during business hours and shut off during non-business hours.
192,DevStd,DevStd VIS-EGV-1O: Adopt for the Plan area the outdoor lighting regulations cited in,"DevStd VIS-EGV-1O: Adopt for the Plan area the outdoor lighting regulations cited in LUDC Section 35.30.120 C – Outdoor Lighting, Mission Canyon, for the Santa Ynez Valley and Summerland Community Plan areas."
